id,price
0,6.165
1,8.52
2,9.391
3,7.86
4,8.902
5,8.193
6,7.067
7,6.917
8,6.339
9,6.701
10,9.524
11,7.45
12,8.747
13,8.19
14,6.604
15,7.158
16,7.775
17,6.572
18,9.329
19,9.119
20,6.724
21,9.024
22,9.481
23,6.767
24,9.308
25,7.148
26,7.208
27,9.717
28,8.064
29,8.55
30,6.813
31,8.455
32,8.36
33,6.302
34,9.611
35,8.749
36,9.16
37,7.625
38,9.466
39,9.713
40,9.128
41,8.432
42,7.22
43,8.414
44,7.4
45,6.309
46,6.189
47,9.587
48,8.888
49,8.546
50,7.522
51,7.107
52,7.7
53,7.817
54,6.934
55,6.61
56,8.823
57,9.453
58,6.607
59,6.908
60,7.586
61,8.413
62,6.715
63,7.752
64,8.021
65,7.445
66,9.131
67,7.97
68,7.842
69,8.069
70,9.556
71,6.545
72,6.611
73,7.933
74,6.498
75,6.611
76,6.607
77,9.137
78,6.766
79,7.494
80,7.902
81,6.564
82,8.358
83,6.903
84,8.346
85,6.257
86,7.233
87,6.942
88,7.934
89,8.273
90,6.42
91,8.54
92,7.161
93,6.331
94,9.057
95,8.027
96,6.611
97,7.994
98,6.703
99,6.463
100,8.801
101,6.694
102,6.613
103,9.342
104,9.404
105,8.428
106,8.432
107,8.041
108,6.604
109,6.517
110,7.502
111,8.713
112,9.689
113,6.548
114,7.434
115,6.328
116,9.106
117,7.634
118,6.821
119,8.366
120,7.427
121,6.383
122,7.875
123,8.358
124,8.446
125,7.701
126,6.28
127,8.614
128,8.771
129,8.402
130,8.36
131,6.757
132,7.902
133,6.328
134,6.791
135,9.538
136,7.962
137,7.687
138,8.233
139,7.426
140,8.375
141,7.403
142,8.59
143,6.844
144,6.341
145,8.771
146,9.66
147,7.054
148,6.857
149,7.566
150,6.703
151,8.765
152,7.883
153,7.564
154,7.719
155,7.854
156,6.162
157,9.049
158,6.384
159,6.853
160,8.195
161,6.372
162,7.828
163,6.503
164,7.07
165,6.616
166,8.367
167,8.036
168,6.334
169,8.34
170,7.477
171,8.453
172,8.771
173,8.544
174,8.561
175,7.117
176,6.196
177,6.496
178,7.627
179,6.835
180,8.578
181,6.781
182,7.164
183,7.447
184,8.674
185,7.156
186,6.621
187,8.537
188,6.074
189,6.38
190,6.276
191,8.763
192,7.856
193,7.975
194,9.675
195,8.984
196,8.198
197,6.217
198,7.49
199,8.54
200,8.776
201,6.604
202,6.103
203,8.92
204,8.403
205,6.896
206,7.977
207,6.59
208,6.213
209,9.547
210,8.773
211,9.339
212,8.382
213,6.699
214,8.131
215,6.945
216,6.794
217,7.679
218,7.476
219,6.391
220,6.591
221,7.415
222,8.09
223,7.521
224,6.239
225,9.031
226,6.512
227,7.986
228,6.192
229,9.737
230,8.4
231,8.819
232,6.608
233,8.85
234,8.572
235,8.624
236,6.234
237,9.556
238,9.342
239,9.674
240,6.591
241,7.047
242,7.091
243,7.841
244,9.173
245,6.473
246,8.283
247,8.39
248,8.271
249,6.601
250,6.607
251,7.816
252,6.284
253,9.408
254,9.32
255,8.633
256,6.743
257,6.164
258,9.443
259,7.661
260,6.174
261,8.611
262,6.198
263,7.06
264,8.544
265,9.199
266,6.876
267,8.733
268,6.841
269,9.17
270,8.798
271,8.866
272,7.429
273,6.921
274,7.42
275,6.59
276,7.299
277,9.583
278,8.58
279,9.226
280,7.578
281,6.596
282,7.426
283,7.057
284,6.474
285,6.703
286,6.584
287,6.74
288,6.485
289,8.079
290,6.781
291,7.519
292,9.473
293,6.596
294,6.715
295,8.591
296,6.767
297,8.558
298,8.363
299,7.239
300,8.815
301,7.107
302,6.901
303,8.813
304,6.324
305,6.697
306,7.424
307,9.562
308,9.082
309,9.078
310,8.544
311,6.59
312,6.551
313,8.433
314,8.966
315,8.231
316,6.095
317,9.658
318,6.487
319,6.707
320,8.409
321,8.791
322,6.38
323,9.169
324,8.364
325,6.611
326,6.866
327,9.418
328,6.863
329,6.398
330,6.321
331,8.789
332,8.194
333,6.885
334,6.704
335,6.324
336,8.172
337,8.789
338,7.271
339,9.031
340,7.756
341,6.857
342,8.819
343,8.338
344,6.953
345,7.415
346,7.682
347,6.592
348,8.151
349,6.812
350,8.066
351,8.317
352,8.565
353,9.052
354,9.556
355,7.871
356,7.961
357,9.686
358,7.778
359,8.338
360,9.732
361,7.424
362,8.546
363,7.752
364,8.317
365,7.342
366,9.704
367,6.133
368,9.682
369,6.547
370,9.199
371,7.205
372,6.591
373,7.159
374,8.821
375,8.54
376,7.322
377,8.815
378,8.544
379,8.815
380,6.451
381,6.523
382,6.254
383,8.772
384,9.611
385,9.061
386,6.81
387,6.805
388,6.303
389,8.025
390,8.434
391,6.729
392,9.689
393,6.581
394,6.608
395,8.039
396,8.815
397,6.193
398,8.371
399,9.032
400,6.686
401,9.699
402,8.826
403,9.684
404,7.284
405,8.152
406,8.27
407,8.413
408,8.787
409,8.51
410,9.015
411,6.962
412,7.767
413,8.564
414,8.537
415,6.779
416,6.885
417,6.777
418,7.045
419,7.431
420,8.409
421,8.815
422,6.811
423,7.44
424,8.304
425,6.11
426,7.451
427,8.555
428,8.647
429,8.793
430,7.433
431,7.729
432,8.816
433,8.274
434,6.685
435,6.331
436,6.6
437,9.145
438,6.374
439,7.74
440,7.523
441,6.609
442,9.221
443,6.596
444,8.565
445,7.699
446,7.52
447,7.059
448,8.779
449,6.623
450,6.897
451,9.194
452,8.365
453,6.589
454,6.959
455,7.57
456,6.785
457,6.226
458,8.539
459,8.069
460,8.33
461,8.804
462,6.785
463,8.069
464,8.845
465,7.046
466,8.367
467,9.066
468,8.537
469,7.453
470,8.454
471,8.421
472,8.164
473,9.23
474,7.042
475,8.577
476,8.365
477,8.544
478,6.593
479,6.492
480,6.754
481,8.106
482,8.064
483,6.915
484,7.41
485,8.603
486,7.565
487,7.775
488,9.339
489,7.43
490,6.454
491,7.924
492,7.377
493,6.611
494,8.425
495,8.648
496,7.117
497,8.554
498,9.536
499,8.774
500,7.945
501,9.621
502,8.146
503,7.452
504,6.915
505,8.628
506,6.18
507,9.081
508,8.565
509,8.129
510,7.188
511,9.592
512,8.982
513,6.804
514,8.798
515,7.76
516,8.508
517,6.516
518,8.834
519,7.502
520,6.672
521,8.072
522,7.522
523,8.419
524,8.548
525,7.96
526,7.98
527,8.54
528,6.455
529,6.705
530,6.784
531,7.637
532,9.02
533,7.429
534,7.598
535,9.385
536,9.057
537,8.264
538,9.004
539,9.574
540,8.068
541,6.513
542,9.141
543,8.421
544,8.309
545,6.134
546,7.452
547,6.171
548,6.765
549,8.478
550,6.455
551,8.498
552,7.691
553,6.139
554,6.337
555,6.743
556,7.739
557,9.49
558,7.846
559,7.492
560,7.894
561,6.617
562,8.997
563,8.825
564,6.338
565,6.68
566,8.086
567,7.116
568,8.568
569,8.04
570,6.639
571,9.084
572,6.444
573,9.05
574,8.278
575,6.611
576,8.753
577,7.445
578,8.778
579,9.261
580,8.23
581,7.839
582,8.15
583,8.273
584,6.205
585,6.216
586,6.616
587,8.807
588,6.553
589,7.492
590,8.341
591,9.556
592,9.027
593,8.555
594,6.76
595,7.882
596,6.608
597,7.982
598,7.423
599,6.645
600,9.297
601,6.218
602,6.611
603,7.183
604,6.52
605,8.44
606,6.853
607,9.117
608,9.678
609,7.89
610,6.794
611,8.091
612,7.428
613,7.388
614,9.686
615,8.342
616,7.891
617,8.548
618,6.329
619,6.478
620,8.271
621,6.988
622,6.371
623,7.347
624,8.068
625,8.811
626,6.818
627,6.408
628,7.086
629,8.355
630,8.768
631,7.886
632,9.61
633,6.896
634,7.898
635,8.561
636,9.543
637,8.234
638,7.834
639,6.772
640,7.457
641,6.335
642,6.611
643,6.856
644,6.607
645,6.162
646,8.554
647,8.938
648,8.92
649,7.687
650,7.821
651,6.828
652,6.894
653,9.163
654,6.607
655,6.611
656,8.768
657,8.124
658,7.963
659,8.629
660,6.608
661,6.677
662,8.814
663,7.836
664,6.79
665,9.35
666,7.717
667,8.543
668,8.573
669,8.341
670,8.537
671,8.771
672,6.6
673,6.585
674,6.786
675,8.659
676,7.833
677,9.617
678,7.464
679,7.342
680,7.503
681,6.561
682,7.682
683,6.789
684,6.563
685,8.597
686,6.813
687,8.783
688,7.623
689,9.28
690,7.453
691,8.786
692,6.512
693,8.806
694,8.525
695,8.808
696,6.779
697,7.491
698,8.771
699,7.18
700,8.795
701,8.824
702,9.53
703,6.802
704,8.038
705,9.411
706,7.906
707,8.337
708,8.39
709,8.3
710,8.844
711,8.788
712,6.581
713,9.584
714,8.363
715,6.927
716,8.441
717,7.211
718,7.743
719,8.384
720,8.778
721,6.34
722,7.175
723,8.401
724,6.757
725,6.596
726,7.414
727,8.755
728,6.886
729,8.871
730,7.327
731,8.609
732,8.282
733,6.495
